USAF WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H VSB MW MW MW MW AW AW AW AW W TEMP DEWP SLP ALT STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727930 24233 201505291451 190 6 *** 230 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 54 ****** 30.01 1000.5 *** *** ***** ***** ***** ***** ** 
727930 24233 201505291453 180 6 *** 230 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 53 1016.5 30.01 1000.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505291553 210 5 *** 230 *** * * * 10.0 ** ** ** ** ** ** ** ** * 60 53 1016.4 30.00 1000.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505291653 190 7 *** 230 *** * * * 10.0 ** ** ** ** ** ** ** ** * 64 54 1016.2 30.00 1000.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505291753 210 6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 66 54 1016.0 29.99 999.8 67 56 0.00 ***** ***** ***** ** 
727930 24233 201505291800 210 6 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** * 66 54 1016.0 ***** 999.3 67 56 ***** ***** ***** ***** ** 
727930 24233 201505291853 990 7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 70 55 1015.9 29.99 999.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505291953 990 3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 72 55 1015.2 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505292053 990 7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 75 55 1014.8 29.96 998.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505292153 220 6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 77 55 1014.2 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505292253 190 9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 78 54 1013.7 29.92 997.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505292353 230 9 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 78 55 1013.4 29.91 997.1 79 67 0.00 ***** ***** ***** ** 
727930 24233 201505300000 230 9 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 78 55 1013.4 ***** 996.6 79 56 ***** ***** ***** ***** ** 
727930 24233 201505300053 240 8 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 78 53 1013.1 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505300153 220 7 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 76 53 1013.0 29.90 996.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505300253 240 7 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 73 51 1012.9 29.90 996.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505300353 260 6 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 68 52 1013.2 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505300453 200 6 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 62 50 1013.9 29.93 997.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505300553 200 8 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 60 51 1014.2 29.94 998.1 79 60 0.00 ***** ***** ***** ** 
727930 24233 201505300600 200 8 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 60 51 1014.2 ***** 997.6 79 56 ***** ***** ***** ***** ** 
727930 24233 201505300653 220 8 *** 250 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 50 1014.4 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505300753 190 7 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 49 1014.5 29.95 998.4 79 55 0.00 ***** ***** ***** ** 
727930 24233 201505300759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 79 *** ***** ***** 0.00 ***** 0 
727930 24233 201505300853 210 8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 53 48 1014.6 29.95 998.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505300953 210 8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 52 47 1014.8 29.95 998.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301053 220 5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 51 46 1014.9 29.96 998.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301153 230 6 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 46 1014.9 29.96 998.8 60 50 0.00 ***** ***** ***** ** 
727930 24233 201505301200 230 6 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 50 46 1014.9 ***** 998.3 79 50 ***** ***** ***** ***** ** 
727930 24233 201505301253 220 5 *** 9 *** * * * 10.0 ** ** ** ** ** ** ** ** * 51 47 1015.1 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301353 230 8 *** 9 *** * * * 10.0 ** ** ** ** ** ** ** ** * 51 46 1015.4 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301453 210 8 *** 9 *** * * * 10.0 ** ** ** ** ** ** ** ** * 52 46 1015.9 29.98 999.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301553 190 7 *** 11 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 45 1016.1 29.99 999.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301651 230 5 *** 16 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 46 ****** 29.98 999.4 *** *** ***** ***** ***** ***** ** 
727930 24233 201505301653 230 7 *** 16 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 46 1015.9 29.98 999.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301751 240 5 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 46 ****** 29.98 999.4 *** *** ***** ***** ***** ***** ** 
727930 24233 201505301753 250 7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 57 46 1015.8 29.98 999.4 59 50 0.00 ***** ***** ***** ** 
727930 24233 201505301800 250 7 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** * 57 46 1015.8 ***** 998.9 60 50 ***** ***** ***** ***** ** 
727930 24233 201505301853 240 8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 60 46 1015.8 29.98 999.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505301953 210 8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 63 46 1015.6 29.98 999.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505302053 200 8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** * 66 46 1015.4 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505302153 990 9 16 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 69 46 1015.1 29.96 998.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505302253 990 3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 69 44 1014.5 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505302353 290 7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 72 44 1014.1 29.93 997.8 73 58 0.00 ***** ***** ***** ** 
727930 24233 201505310000 290 7 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** * 72 44 1014.1 ***** 997.3 73 50 ***** ***** ***** ***** ** 
727930 24233 201505310053 290 6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 72 46 1013.6 29.92 997.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505310153 *** 0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 72 46 1013.1 29.90 996.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505310253 *** 0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 71 45 1013.0 29.90 996.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505310353 290 5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 64 49 1013.3 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505310453 *** 0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 63 50 1013.8 29.92 997.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505310553 270 5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 58 52 1014.0 29.93 997.8 73 57 0.00 ***** ***** ***** ** 
727930 24233 201505310600 270 5 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** * 58 52 1014.0 ***** 997.3 73 50 ***** ***** ***** ***** ** 
727930 24233 201505310653 270 3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 56 50 1014.2 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505310753 290 3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1014.3 29.94 998.1 73 50 0.00 ***** ***** ***** ** 
727930 24233 201505310759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 73 *** ***** ***** 0.00 ***** 0 
727930 24233 201505310853 290 3 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 50 1014.5 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505310953 *** 0 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 50 1014.1 29.93 997.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311053 *** 0 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 49 1013.6 29.92 997.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311153 *** 0 *** 140 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 49 1013.3 29.91 997.1 58 54 0.00 ***** ***** ***** ** 
727930 24233 201505311200 *** 0 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 54 49 1013.3 ***** 996.6 73 54 ***** ***** ***** ***** ** 
727930 24233 201505311253 *** 0 *** 130 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 50 1013.2 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311353 290 5 *** 130 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 51 1013.4 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311453 *** 0 *** 130 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1013.3 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311553 010 6 *** 120 *** * * * 10.0 ** ** ** ** ** ** ** ** * 60 52 1012.9 29.90 996.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311653 300 7 *** 120 *** * * * 10.0 ** ** ** ** ** ** ** ** * 61 52 1012.8 29.89 996.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311753 330 8 *** 120 *** * * * 10.0 ** ** ** ** ** ** ** ** * 60 52 1012.8 29.89 996.4 62 53 0.00 ***** ***** ***** ** 
727930 24233 201505311800 330 8 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 60 52 1012.8 ***** 995.9 62 53 ***** ***** ***** ***** ** 
727930 24233 201505311853 280 6 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 65 52 1012.4 29.88 996.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505311953 990 6 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 69 52 1011.9 29.87 995.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505312053 280 9 *** 230 *** * * * 10.0 ** ** ** ** ** ** ** ** * 70 52 1011.6 29.86 995.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505312153 310 7 *** 230 *** * * * 10.0 ** ** ** ** ** ** ** ** * 72 52 1010.9 29.84 994.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505312253 360 9 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 75 49 1010.1 29.82 994.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201505312353 320 9 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 76 48 1009.9 29.81 993.8 76 60 0.00 ***** ***** ***** ** 
727930 24233 201506010000 320 9 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 76 48 1009.9 ***** 993.3 76 53 ***** ***** ***** ***** ** 
727930 24233 201506010053 360 10 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 73 46 1008.9 29.78 992.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506010153 330 9 *** 190 *** * * * 10.0 ** ** ** ** ** ** ** ** * 70 48 1009.4 29.79 993.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506010253 350 7 *** 170 *** * * * 10.0 ** ** ** ** ** ** ** ** * 69 48 1009.2 29.79 993.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506010353 330 6 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 65 49 1009.0 29.78 992.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506010453 360 8 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 64 45 1009.0 29.78 992.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506010553 *** 0 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 62 46 1009.0 29.78 992.8 77 61 0.00 ***** ***** ***** ** 
727930 24233 201506010600 *** 0 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 62 46 1009.0 ***** 992.2 77 53 ***** ***** ***** ***** ** 
727930 24233 201506010653 *** 0 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 61 46 1009.4 29.79 993.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506010753 *** 0 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 47 1009.5 29.80 993.4 77 53 0.00 ***** ***** ***** ** 
727930 24233 201506010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 77 *** ***** ***** 0.00 ***** 0 
727930 24233 201506010853 *** 0 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 49 1009.6 29.80 993.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506010953 *** 0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 58 48 1009.9 29.81 993.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506011053 210 5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 57 50 1011.0 29.84 994.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506011153 200 8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 54 51 1011.3 29.85 995.1 64 54 0.00 ***** ***** ***** ** 
727930 24233 201506011200 200 8 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** * 54 51 1011.3 ***** 994.6 77 54 ***** ***** ***** ***** ** 
727930 24233 201506011253 200 14 *** 7 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 50 1012.1 29.88 996.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506011353 200 14 20 9 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 49 1013.3 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506011453 220 5 *** 9 *** * * * 7.0 ** ** ** ** ** ** ** ** * 54 49 1012.7 29.89 996.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506011553 170 8 *** 11 *** * * * 9.1 ** ** ** ** 61 ** ** ** * 54 51 1013.8 29.92 997.4 *** *** 0.03 ***** ***** ***** ** 
727930 24233 201506011653 160 7 *** 11 *** * * * 3.0 ** ** ** ** 62 10 ** ** * 54 52 1014.2 29.93 997.8 *** *** 0.09 ***** ***** ***** ** 
727930 24233 201506011751 190 5 *** 14 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 ****** 29.93 997.8 *** *** ***** ***** ***** ***** ** 
727930 24233 201506011753 190 7 *** 14 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 1014.1 29.93 997.8 56 53 0.03 0.15 ***** ***** ** 
727930 24233 201506011800 190 7 *** 95 OVC * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 1014.1 ***** 997.3 64 53 ***** 0.16 ***** ***** ** 
727930 24233 201506011851 170 5 *** 11 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 55 52 ****** 29.94 998.1 *** *** ***** ***** ***** ***** ** 
727930 24233 201506011853 180 6 *** 11 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 56 53 1014.3 29.94 998.1 *** *** 0.02 ***** ***** ***** ** 
727930 24233 201506011953 230 9 *** 11 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 53 1014.4 29.94 998.1 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201506012051 230 9 *** 16 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 ****** 29.95 998.4 *** *** ***** ***** ***** ***** ** 
727930 24233 201506012053 230 10 *** 16 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 51 1014.6 29.95 998.4 *** *** 0.00 ***** ***** 0.03 ** 
727930 24233 201506012153 220 6 *** 55 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 52 1014.5 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506012253 220 8 *** 17 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 51 1014.4 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506012353 220 9 *** 20 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 51 1014.5 29.94 998.1 60 55 0.00 0.03 ***** ***** ** 
727930 24233 201506020000 220 9 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 58 51 1014.5 ***** 997.6 60 54 ***** 0.03 ***** ***** ** 
727930 24233 201506020053 210 7 *** 23 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 51 1014.5 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506020153 200 7 *** 19 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 51 1014.5 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506020253 190 6 *** 23 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1014.7 29.95 998.4 *** *** 0.00T***** ***** 0.00T** 
727930 24233 201506020353 190 8 *** 25 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1014.5 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506020453 190 7 *** 30 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1015.0 29.95 998.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506020553 210 9 *** 35 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1015.1 29.96 998.8 59 57 0.00 0.00T***** ***** ** 
727930 24233 201506020600 210 9 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1015.1 ***** 998.3 64 54 ***** 0.00 ***** ***** ** 
727930 24233 201506020653 220 9 *** 37 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 51 1015.1 29.96 998.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506020753 190 7 *** 40 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 51 1015.2 29.96 998.8 61 53 0.00 ***** ***** ***** ** 
727930 24233 201506020759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 61 *** ***** ***** 0.18 ***** 0 
727930 24233 201506020853 200 6 *** 40 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 52 1015.2 29.96 998.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506020953 180 9 *** 15 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 1015.4 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506021053 180 11 *** 14 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 1015.5 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506021153 200 11 *** 10 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 1015.5 29.97 999.1 57 55 0.00 ***** 0.18 ***** ** 
727930 24233 201506021200 200 11 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 1015.5 ***** 998.6 61 55 ***** ***** 0.18 ***** ** 
727930 24233 201506021253 200 10 *** 8 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 52 1015.7 29.98 999.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506021353 190 10 *** 8 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 55 52 1016.2 29.99 999.8 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201506021453 200 9 *** 8 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 55 52 1016.6 30.00 1000.1 *** *** 0.01 ***** ***** 0.02 ** 
727930 24233 201506021553 210 11 *** 12 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 52 1017.2 30.02 1000.8 *** *** 0.00T***** ***** ***** ** 
727930 24233 201506021653 210 9 *** 15 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1017.2 30.02 1000.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506021751 210 15 *** 50 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 52 ****** 30.03 1001.1 *** *** ***** ***** ***** ***** ** 
727930 24233 201506021753 220 15 *** 50 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 51 1017.3 30.03 1001.1 59 55 0.00 0.02 ***** ***** ** 
727930 24233 201506021800 220 15 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 59 51 1017.3 ***** 1000.6 59 55 ***** 0.02 ***** ***** ** 
727930 24233 201506021853 220 15 *** 65 *** * * * 10.0 ** ** ** ** ** ** ** ** * 60 51 1017.4 30.03 1001.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506021953 210 11 *** 65 *** * * * 10.0 ** ** ** ** ** ** ** ** * 62 51 1017.6 30.04 1001.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506022053 210 16 26 75 *** * * * 10.0 ** ** ** ** ** ** ** ** * 62 49 1017.7 30.04 1001.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506022153 220 17 23 50 *** * * * 10.0 ** ** ** ** ** ** ** ** * 61 49 1017.8 30.04 1001.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506022253 210 10 *** 65 *** * * * 10.0 ** ** ** ** ** ** ** ** * 61 50 1017.9 30.04 1001.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506022353 200 11 *** 60 *** * * * 10.0 ** ** ** ** ** ** ** ** * 60 51 1017.9 30.04 1001.5 64 58 0.00 ***** ***** ***** ** 
727930 24233 201506030000 200 11 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 60 51 1017.9 ***** 1000.9 64 55 ***** ***** ***** ***** ** 
727930 24233 201506030053 210 11 *** 65 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 51 1018.3 30.05 1001.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506030153 200 8 *** 70 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 50 1018.4 30.06 1002.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506030253 200 9 *** 90 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 50 1018.5 30.06 1002.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506030353 210 10 *** 22 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 50 1018.6 30.06 1002.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506030453 220 10 *** 24 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 49 1019.1 30.08 1002.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506030553 210 11 *** 80 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1019.1 30.08 1002.8 60 56 0.00 ***** ***** ***** ** 
727930 24233 201506030600 210 11 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1019.1 ***** 1002.3 60 55 ***** ***** ***** ***** ** 
727930 24233 201506030653 220 10 *** 17 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1019.1 30.08 1002.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506030753 190 10 *** 19 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1019.1 30.08 1002.8 64 55 0.00 ***** ***** ***** ** 
727930 24233 201506030759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 64 *** ***** ***** 0.02 ***** 0 
727930 24233 201506030853 190 6 *** 19 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 49 1018.9 30.07 1002.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506030953 180 7 *** 17 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 49 1018.9 30.07 1002.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031053 180 7 *** 17 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 49 1018.7 30.07 1002.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031153 180 5 *** 90 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 49 1018.7 30.06 1002.1 56 53 0.00 ***** 0.02 ***** ** 
727930 24233 201506031200 180 5 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 53 49 1018.7 ***** 1001.6 64 53 ***** ***** 0.02 ***** ** 
727930 24233 201506031253 170 5 *** 17 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 49 1018.8 30.07 1002.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031353 180 5 *** 15 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 50 1018.9 30.07 1002.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031453 190 5 *** 11 *** * * * 10.0 ** ** ** ** ** ** ** ** * 55 50 1019.1 30.08 1002.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031553 210 7 *** 16 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1019.3 30.08 1002.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031653 230 6 *** 15 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 48 1019.3 30.08 1002.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031753 240 3 *** 21 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 49 1019.3 30.08 1002.8 59 53 0.00 ***** ***** ***** ** 
727930 24233 201506031800 240 3 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 58 49 1019.3 ***** 1002.3 59 53 ***** ***** ***** ***** ** 
727930 24233 201506031853 *** 0 *** 21 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 49 1019.3 30.09 1003.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506031953 280 7 *** 160 *** * * * 10.0 ** ** ** ** ** ** ** ** * 62 49 1019.0 30.08 1002.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201506032053 210 6 *** 160 *** * * * 10.0 ** ** ** ** ** ** ** ** * 64 48 1018.7 30.07 1002.5 *** *** 0.00 ***** ***** ***** ** 
